block,timestamp,blocktime,transactions,tps
2,1674147528026,11.999,2,0.16668055671305942
3,1674147540025,11.999,2,0.16668055671305942
4,1674147552027,12.002,2,0.16663889351774702
5,1674147564026,11.999,2,0.16668055671305942
6,1674147576032,12.006,2,0.16658337497917708
7,1674147588025,11.993,2,0.16676394563495373
8,1674147600027,12.002,2,0.16663889351774702
9,1674147612027,12,2,0.16666666666666666
10,1674147624027,12,2,0.16666666666666666
11,1674147636031,12.004,2,0.16661112962345886
12,1674147648025,11.994,2,0.16675004168751043
13,1674147660023,11.998,2,0.16669444907484582
14,1674147672026,12.003,2,0.16662501041406316
15,1674147684026,12,2,0.16666666666666666
16,1674147696029,12.003,2,0.16662501041406316
17,1674147708027,11.998,2,0.16669444907484582
18,1674147720026,11.999,2,0.16668055671305942
19,1674147732026,12,2,0.16666666666666666
20,1674147744025,11.999,2,0.16668055671305942
21,1674147756029,12.004,2,0.16661112962345886
22,1674147768027,11.998,2,0.16669444907484582
23,1674147780024,11.997,2,0.16670834375260482
24,1674147792025,12.001,2,0.16665277893508876
25,1674147804025,12,2,0.16666666666666666
26,1674147816030,12.005,2,0.1665972511453561
27,1674147828025,11.995,2,0.16673614005835766
28,1674147840027,12.002,2,0.16663889351774702
29,1674147852028,12.001,2,0.16665277893508876
30,1674147864028,12,2,0.16666666666666666
31,1674147876027,11.999,2,0.16668055671305942
32,1674147888027,12,2,0.16666666666666666
33,1674147900028,12.001,2,0.16665277893508876
34,1674147912027,11.999,2,0.16668055671305942
35,1674147924027,12,2,0.16666666666666666
36,1674147936037,12.01,2,0.16652789342214822
37,1674147948025,11.988,2,0.16683350016683351
38,1674147960025,12,2,0.16666666666666666
39,1674147972025,12,2,0.16666666666666666
40,1674147984026,12.001,2,0.16665277893508876
41,1674148002029,18.003,2,0.11109259567849802
42,1674148014027,11.998,2,0.16669444907484582
43,1674148026028,12.001,2,0.16665277893508876
44,1674148038028,12,2,0.16666666666666666
45,1674148056034,18.006,2,0.11107408641563923
46,1674148068027,11.993,2,0.16676394563495373
47,1674148080028,12.001,2,0.16665277893508876
48,1674148092025,11.997,2,0.16670834375260482
49,1674148104028,12.003,2,0.16662501041406316
50,1674148116033,12.005,2,0.1665972511453561
51,1674148128027,11.994,2,0.16675004168751043
52,1674148140029,12.002,2,0.16663889351774702
53,1674148152028,11.999,2,0.16668055671305942
54,1674148164026,11.998,2,0.16669444907484582
55,1674148176031,12.005,2,0.1665972511453561
56,1674148188027,11.996,2,0.16672224074691563
57,1674148200028,12.001,2,0.16665277893508876
58,1674148212028,12,2,0.16666666666666666
59,1674148224028,12,2,0.16666666666666666
60,1674148236032,12.004,2,0.16661112962345886
61,1674148248025,11.993,2,0.16676394563495373
62,1674148260034,12.009,2,0.16654176034640686
63,1674148272025,11.991,2,0.16679176048703195
64,1674148284028,12.003,2,0.16662501041406316
65,1674148296029,12.001,2,0.16665277893508876
66,1674148308027,11.998,2,0.16669444907484582
67,1674148320029,12.002,2,0.16663889351774702
68,1674148332028,11.999,2,0.16668055671305942
69,1674148344027,11.999,2,0.16668055671305942
70,1674148356031,12.004,2,0.16661112962345886
71,1674148368026,11.995,2,0.16673614005835766
72,1674148380028,12.002,340,28.328611898016995
73,1674148392027,11.999,634,52.83773647803984
74,1674148404023,11.996,564,47.01567189063021
75,1674148416030,12.007,546,45.47347380694595
76,1674148428027,11.997,554,46.178211219471535
77,1674148440030,12.003,661,55.06956594184787
78,1674148452025,11.995,587,48.93705710712797
79,1674148464025,12,554,46.166666666666664
80,1674148476029,12.004,576,47.98400533155615
81,1674148488030,12.001,598,49.829180901591535
82,1674148500027,11.997,570,47.511877969492375
83,1674148512026,11.999,493,41.08675722976915
84,1674148524027,12.001,606,50.495792017331894
85,1674148536032,12.005,585,48.729695960016656
86,1674148548026,11.994,219,18.25912956478239
87,1674148560028,12.002,626,52.15797367105482
88,1674148572028,12,2,0.16666666666666666
89,1674148584025,11.997,812,67.68358756355755
90,1674148596029,12.004,2,0.16661112962345886
91,1674148608027,11.998,511,42.5904317386231
92,1674148620027,12,2,0.16666666666666666
93,1674148632027,12,2,0.16666666666666666
94,1674148644025,11.998,2,0.16669444907484582
95,1674148656028,12.003,2,0.16662501041406316
96,1674148668025,11.997,2,0.16670834375260482
97,1674148680027,12.002,2,0.16663889351774702
98,1674148692027,12,2,0.16666666666666666
99,1674148704025,11.998,2,0.16669444907484582
100,1674148716029,12.004,2,0.16661112962345886
101,1674148728025,11.996,2,0.16672224074691563
102,1674148740025,12,2,0.16666666666666666
103,1674148752025,12,2,0.16666666666666666
104,1674148764030,12.005,2,0.1665972511453561
105,1674148776031,12.001,2,0.16665277893508876
106,1674148788024,11.993,2,0.16676394563495373
107,1674148800026,12.002,2,0.16663889351774702
108,1674148812030,12.004,2,0.16661112962345886
109,1674148824027,11.997,2,0.16670834375260482
110,1674148836031,12.004,2,0.16661112962345886
111,1674148848029,11.998,2,0.16669444907484582
112,1674148860025,11.996,2,0.16672224074691563
113,1674148872027,12.002,2,0.16663889351774702
114,1674148884023,11.996,2,0.16672224074691563
115,1674148902024,18.001,2,0.1111049386145214
116,1674148914024,12,2,0.16666666666666666
117,1674148926026,12.002,2,0.16663889351774702
118,1674148938027,12.001,2,0.16665277893508876
119,1674148956032,18.005,2,0.11108025548458762
