10,12.17,7.81,18.01,12.46,12.72,3.57,2.56,1.6,1200,0,,144.0
30,40.68,22.24,18.01,13.5,149.94,12.24,6.77,2.6,3600,0,,180.0
50,53.45,32.16,24.01,16.5,215.19,14.67,18.75,4.33,6000,0,,192.0
100,61.66,40.93,24.0,18.0,253.15,15.91,13.51,3.68,12000,0,,288.0
200,60.68,40.26,312.0,25.06,165.33,12.86,1222.97,34.97,23354,646,2.69%,1296.0
400,60.22,44.61,24.02,17.14,133.16,11.54,12.14,3.48,21316,8684,28.95%,576.0
600,58.74,43.15,30.0,15.88,117.07,10.82,18.81,4.34,23112,6888,22.96%,804.0
1000,60.85,45.32,30.0,19.11,109.0,10.44,18.78,4.33,22917,7083,23.61%,618.0
