Input TPS,Max Output TPS,Avg Output TPS,Max Block Time,Avg Block Time,TPS Variance,TPS Standard Deviation,Block Time Variance,Block Time Standard Deviation,Success TX,Failed TX,Percentage Failed TX,Test Delay (s),Expected Delay (s)
1800,0.67,0.53,6.0,6.0,0.0,0.06,0.0,0.0,7,0,0,486.0,0
2000,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,7,0,0,564.0,0
