10,11.17,8.5,18.0,12.0,8.41,2.9,0.0,0.0,1200,0,,132.0
30,41.83,25.69,18.0,13.09,142.46,11.94,5.36,2.32,3600,0,,132.0
50,54.96,31.37,24.01,16.91,196.07,14.0,11.91,3.45,6000,0,,168.0
100,50.76,35.26,18.01,14.1,112.6,10.61,8.19,2.86,10000,2000,16.67%,300.0
200,53.74,37.69,24.01,18.0,126.63,11.25,18.03,4.25,5501,18499,77.08%,504.0
400,64.85,39.29,18.0,12.6,79.6,8.92,3.24,1.8,4900,25100,83.67%,426.0
600,51.66,37.16,24.01,15.75,114.94,10.72,21.93,4.68,9426,20574,68.58%,252.0
1000,65.59,39.44,30.01,17.67,167.11,12.93,21.9,4.68,12521,17479,58.26%,582.0
1500,52.93,38.86,24.01,16.5,39.94,6.32,18.76,4.33,7739,22261,74.2%,186.0
