10,10.08,8.42,24.01,24.0,6.48,2.55,0.0,0.0
30,30.09,25.08,30.0,24.0,50.96,7.14,0.0,0.0
50,58.45,36.64,30.0,24.0,236.8,15.39,10.29,3.21
100,58.13,42.69,48.0,24.0,62.81,7.93,12.03,3.47
200,60.68,44.45,30.01,24.0,80.63,8.98,22.2,4.71
400,59.28,40.19,30.0,24.0,186.09,13.64,11.08,3.33
