10,13.67,7.86,18.0,12.0,16.98,4.12,0.0,0.0,1200,0,
30,40.68,22.24,18.01,13.5,149.94,12.24,6.77,2.6,3600,0,
50,53.45,32.16,24.01,16.5,215.19,14.67,18.75,4.33,6000,0,
100,61.66,40.93,24.0,18.0,253.15,15.91,13.51,3.68,12000,0,
200,62.76,39.74,198.0,31.07,264.65,16.27,1664.01,40.79,22592,1408,5.87%
