10,11.17,8.5,18.01,12.0,8.4,2.9,0.0,0.0,1200,0,
30,33.17,25.17,18.0,12.0,75.68,8.7,0.0,0.0,3600,0,
50,54.99,35.61,18.0,13.38,173.03,13.15,6.38,2.53,6000,0,
100,59.96,43.31,36.0,18.8,95.72,9.78,32.95,5.74,12000,0,
200,62.83,45.05,30.01,18.46,111.43,10.56,13.64,3.69,21546,2454,10.22%
400,62.38,44.02,30.0,19.83,196.61,14.02,20.15,4.49,19165,10835,36.12%
600,61.06,45.26,24.01,18.55,67.96,8.24,12.8,3.58,18280,11720,39.07%
1000,60.64,40.32,30.0,14.48,105.94,10.29,16.18,4.02,16984,13016,43.39%
1500,63.67,42.31,30.0,17.74,200.08,14.14,26.55,5.15,16863,13137,43.79%
