block,timestamp,blocktime,transactions,tps
48,1675431252027,35.998,2,0.055558642146785936
49,1675431288027,36,2,0.05555555555555555
50,1675431324032,36.005,722,20.052770448548813
51,1675431360027,35.995,1101,30.587581608556746
52,1675431396031,36.004,1047,29.080102210865462
53,1675431432026,35.995,1020,28.33726906514794
54,1675431468026,36,1089,30.25
55,1675431504026,36,1028,28.555555555555557
56,1675431540026,36,7,0.19444444444444445
57,1675431576030,36.004,2,0.055549383401844246
58,1675431612027,35.997,2,0.055560185571019806
59,1675431648025,35.998,2,0.055558642146785936
60,1675431684027,36.002,2,0.0555524693072607
61,1675431720026,35.999,2,0.055557098808300225
62,1675431756031,36.005,2,0.05554784057769754
63,1675431792026,35.995,2,0.055563272676760665
64,1675431828025,35.999,2,0.055557098808300225
