block,timestamp,blocktime,transactions,tps
83,1675537128027,24.001,2,0.083329861255781
84,1675537146029,18.002,2,0.11109876680368849
85,1675537164026,17.997,2,0.11112963271656387
86,1675537176026,12,2,0.16666666666666666
87,1675537212025,35.999,2,0.055557098808300225
88,1675537236028,24.003,321,13.373328333958256
89,1675537248024,11.996,533,44.43147715905302
90,1675537272026,24.002,992,41.32988917590201
91,1675537290025,17.999,715,39.72442913495195
92,1675537308028,18.003,992,55.10192745653502
93,1675537326028,18,710,39.44444444444444
94,1675537344025,17.997,992,55.12029782741568
95,1675537362024,17.999,721,40.05778098783266
96,1675537386033,24.009,13,0.5414636178099879
97,1675537398024,11.991,31,2.585272287548995
98,1675537416027,18.003,2,0.11109259567849802
99,1675537428024,11.997,2,0.16670834375260482
100,1675537452027,24.003,2,0.08332291796858726
101,1675537464024,11.997,2,0.16670834375260482
102,1675537488028,24.004,2,0.08331944675887351
103,1675537506029,18.001,2,0.1111049386145214
104,1675537524030,18.001,2,0.1111049386145214
105,1675537536024,11.994,2,0.16675004168751043
106,1675537566032,30.008,2,0.06664889362836578
107,1675537578025,11.993,2,0.16676394563495373
108,1675537596028,18.003,2,0.11109259567849802
109,1675537608026,11.998,2,0.16669444907484582
110,1675537632026,24,2,0.08333333333333333
111,1675537644025,11.999,2,0.16668055671305942
112,1675537668028,24.003,2,0.08332291796858726
113,1675537686029,18.001,2,0.1111049386145214
114,1675537704027,17.998,2,0.11112345816201799
115,1675537716026,11.999,2,0.16668055671305942
116,1675537746035,30.009,2,0.06664667266486721
117,1675537776028,29.993,2,0.06668222585269896
118,1675537788025,11.997,2,0.16670834375260482
119,1675537812028,24.003,2,0.08332291796858726
120,1675537824025,11.997,2,0.16670834375260482
