block,timestamp,blocktime,transactions,tps,events
42,1708509888030,48.003,2,0.041664062662750245,2
43,1708509936029,47.999,2,0.041667534740307086,2
44,1708509984026,47.997,2,0.04166927099610392,2
45,1708510032034,48.008,122,2.541243126145642,242
46,1708510080030,47.996,482,10.04250354196183,962
47,1708510128027,47.997,482,10.042294310061045,962
48,1708510176030,48.003,482,10.04103910172281,962
49,1708510224028,47.998,482,10.04208508687862,962
50,1708510272032,48.004,482,10.040829930839097,962
51,1708510320029,47.997,482,10.042294310061045,962
52,1708510368026,47.997,482,10.042294310061045,962
53,1708510416027,48.001,482,10.04145746963605,962
54,1708510464029,48.002,482,10.04124828132161,962
55,1708510512032,48.003,482,10.04103910172281,962
56,1708510560028,47.996,482,10.04250354196183,962
57,1708510608028,48,482,10.041666666666666,962
58,1708510656025,47.997,481,10.021459674562994,960
59,1708510704027,48.002,465,9.687096370984541,928
60,1708510752034,48.007,490,10.20684483512821,978
61,1708510800027,47.993,472,9.834767570270664,942
62,1708510848026,47.999,482,10.041875872414009,962
63,1708510896029,48.003,482,10.04103910172281,962
64,1708510944027,47.998,482,10.04208508687862,962
65,1708510998030,54.003,542,10.036479454845102,1082
66,1708511040026,41.996,242,5.762453567006381,482
67,1708511088026,48,2,0.041666666666666664,2
68,1708511136028,48.002,2,0.0416649306278905,2
69,1708511184028,48,2,0.041666666666666664,2
70,1708511232033,48.005,2,0.04166232684095406,2
71,1708511280028,47.995,2,0.041671007396603815,90
72,1708511328028,48,2,0.041666666666666664,90
73,1708511376028,48,2,0.041666666666666664,90
74,1708511424032,48.004,2,0.04166319473377219,90
75,1708511472031,47.999,2,0.041667534740307086,90
76,1708511520031,48,2,0.041666666666666664,90
77,1708511568030,47.999,2,0.041667534740307086,90
78,1708511616027,47.997,2,0.04166927099610392,90
79,1708511664027,48,2,0.041666666666666664,90
80,1708511712035,48.008,2,0.041659723379436756,90
81,1708511760025,47.99,2,0.04167534903104814,90
82,1708511808029,48.004,2,0.04166319473377219,90
83,1708511856029,48,2,0.041666666666666664,90
84,1708511904027,47.998,2,0.04166840285011876,90
85,1708511952031,48.004,2,0.04166319473377219,90
86,1708512000028,47.997,2,0.04166927099610392,90
87,1708512048032,48.004,2,0.04166319473377219,90
88,1708512096027,47.995,2,0.041671007396603815,90
89,1708512144031,48.004,2,0.04166319473377219,90
90,1708512192033,48.002,2,0.0416649306278905,90
91,1708512240026,47.993,2,0.041672743941824845,90
92,1708512288027,48.001,2,0.04166579862919523,90
93,1708512336029,48.002,2,0.0416649306278905,90
94,1708512384027,47.998,2,0.04166840285011876,90
95,1708512432035,48.008,2,0.041659723379436756,90
