block,timestamp,blocktime,transactions,tps
48,1675428804026,35.996,2,0.055561729081008995
49,1675428840024,35.998,2,0.055558642146785936
50,1675428876030,36.006,182,5.05471310337166
51,1675428912024,35.994,362,10.05723176084903
52,1675428948030,36.006,362,10.053879908904072
53,1675428984028,35.998,302,8.389354964164676
54,1675429020027,35.999,2,0.055557098808300225
55,1675429056033,36.006,2,0.05554629783924901
56,1675429092028,35.995,2,0.055563272676760665
57,1675429128033,36.005,2,0.05554784057769754
58,1675429164024,35.991,2,0.05556944791753494
59,1675429200028,36.004,2,0.055549383401844246
60,1675429236026,35.998,2,0.055558642146785936
61,1675429272029,36.003,2,0.055550926311696246
62,1675429308030,36.001,2,0.055554012388544766
