block,timestamp,blocktime,transactions,tps,events
76,1675782090035,18.007,2,0.11106791803187649,2
77,1675782108029,17.994,2,0.11114816049794377,2
78,1675782120027,11.998,2,0.16669444907484582,2
79,1675782156028,36.001,2,0.055554012388544766,2
80,1675782180031,24.003,2,0.08332291796858726,2
81,1675782192025,11.994,2,0.16675004168751043,2
82,1675782216030,24.005,2,0.08331597583836702,2
83,1675782228031,12.001,2,0.16665277893508876,2
84,1675782252026,23.995,2,0.08335069806209627,2
85,1675782270032,18.006,2,0.11107408641563923,2
86,1675782288029,17.997,2,0.11112963271656387,2
87,1675782300030,12.001,2,0.16665277893508876,2
88,1675782330029,29.999,2,0.06666888896296544,2
89,1675782342027,11.998,2,0.16669444907484582,2
90,1675782360028,18.001,2,0.1111049386145214,2
91,1675782372033,12.005,438,36.48479800083298,1746
92,1675782396028,23.995,976,40.67514065430298,3898
93,1675782414026,17.998,622,34.559395488387594,2521
94,1675782432025,17.999,913,50.72504028001556,3685
95,1675782450032,18.007,607,33.709113122674516,2461
96,1675782468027,17.995,934,51.90330647402056,3769
97,1675782486026,17.999,554,30.779487749319408,2249
98,1675782510035,24.009,855,35.611645632887665,3453
99,1675782522034,11.999,413,34.41953496124677,1685
100,1675782540025,17.991,332,18.453671280084485,1361
101,1675782558029,18.004,601,33.38147078427016,2437
102,1675782582032,24.003,2,0.08332291796858726,41
103,1675782594029,11.997,514,42.84404434441944,2089
104,1675782612025,17.996,2,0.11113580795732386,41
105,1675782630039,18.014,607,33.69601421116909,2461
106,1675782648030,17.991,2,0.11116669445834028,41
107,1675782660032,12.002,532,44.32594567572071,2161
108,1675782690033,30.001,2,0.06666444451851605,41
109,1675782702028,11.995,548,45.68570237599,2225
110,1675782720029,18.001,2,0.1111049386145214,41
111,1675782732034,12.005,535,44.564764681382755,2173
112,1675782762029,29.995,2,0.06667777962993832,41
113,1675782774029,12,53,4.416666666666667,245
114,1675782792030,18.001,2,0.1111049386145214,41
115,1675782810033,18.003,2,0.11109259567849802,41
116,1675782828029,17.996,2,0.11113580795732386,41
117,1675782840029,12,2,0.16666666666666666,41
118,1675782870037,30.008,2,0.06664889362836578,41
