block,timestamp,blocktime,transactions,tps,events
75,1708556736026,29.994,2,0.0666800026672001,2
76,1708556754034,18.008,2,0.11106175033318526,2
77,1708556784028,29.994,2,0.0666800026672001,2
78,1708556796029,12.001,2,0.16665277893508876,2
79,1708556832026,35.997,2,0.055560185571019806,2
80,1708556844032,12.006,2,0.16658337497917708,2
81,1708556880026,35.994,2,0.055564816358281935,2
82,1708556892032,12.006,2,0.16658337497917708,2
83,1708556934036,42.004,2,0.047614512903532996,2
84,1708556946031,11.995,2,0.16673614005835766,2
85,1708556976026,29.995,2,0.06667777962993832,2
86,1708556994033,18.007,2,0.11106791803187649,2
87,1708557024025,29.992,2,0.06668444918644972,2
88,1708557036031,12.006,2,0.16658337497917708,2
89,1708557072027,35.996,2,0.055561729081008995,2
90,1708557084031,12.004,2,0.16661112962345886,2
91,1708557120027,35.996,2,0.055561729081008995,2
92,1708557132030,12.003,583,48.57119053569941,2326
93,1708557174034,42.004,838,19.950480906580328,3346
94,1708557216028,41.994,845,20.121922179358958,3452
95,1708557234033,18.005,610,33.879477922799225,2473
96,1708557264024,29.991,817,27.241505785068853,3301
97,1708557282029,18.005,627,34.823660094418216,2541
98,1708557312028,29.999,840,28.000933364445483,3393
99,1708557324034,12.006,420,34.982508745627186,1713
100,1708557360025,35.991,670,18.615765052374204,2713
101,1708557372033,12.008,406,33.810792804796804,1657
102,1708557414035,42.002,2,0.04761678015332603,41
103,1708557426029,11.994,500,41.687510421877604,2033
104,1708557456027,29.998,2,0.06667111140742715,41
105,1708557474040,18.013,575,31.921390107144838,2333
106,1708557504023,29.983,2,0.06670446586398959,41
107,1708557516030,12.007,508,42.30865328558341,2065
108,1708557552028,35.998,2,0.055558642146785936,41
109,1708557564031,12.003,526,43.82237773889861,2137
110,1708557600027,35.996,2,0.055561729081008995,41
111,1708557612031,12.004,523,43.56881039653449,2125
112,1708557654036,42.005,2,0.04761337935960004,41
113,1708557666033,11.997,510,42.51062765691423,2073
114,1708557696028,29.995,2,0.06667777962993832,41
115,1708557744031,48.003,2,0.041664062662750245,80
116,1708557756030,11.999,236,19.66830569214101,977
117,1708557792030,36,2,0.05555555555555555,41
118,1708557804031,12.001,2,0.16665277893508876,41
119,1708557846036,42.005,2,0.04761337935960004,41
120,1708557858031,11.995,2,0.16673614005835766,41
121,1708557894042,36.011,2,0.05553858543222904,41
122,1708557906026,11.984,2,0.16688918558077437,41
123,1708557936027,30.001,2,0.06666444451851605,41
124,1708557954036,18.009,2,0.11105558331945138,41
125,1708557984031,29.995,2,0.06667777962993832,41
