block,timestamp,blocktime,transactions,tps
83,1675537068029,12.002,2,0.16663889351774702
84,1675537092026,23.997,2,0.08334375130224611
85,1675537104029,12.003,2,0.16662501041406316
86,1675537128025,23.996,2,0.08334722453742291
87,1675537146033,18.008,2,0.11106175033318526
88,1675537164029,17.996,2,0.11113580795732386
89,1675537176029,12,2,0.16666666666666666
90,1675537212029,36,2,0.05555555555555555
91,1675537236026,23.997,2,0.08334375130224611
92,1675537248027,12.001,2,0.16665277893508876
93,1675537272026,23.999,2,0.08333680570023752
94,1675537284027,12.001,2,0.16665277893508876
95,1675537308026,23.999,2,0.08333680570023752
96,1675537326031,18.005,2,0.11108025548458762
97,1675537344024,17.993,2,0.11115433779803258
98,1675537356028,12.004,2,0.16661112962345886
99,1675537386031,30.003,2,0.06666000066660001
100,1675537398028,11.997,2,0.16670834375260482
101,1675537416026,17.998,2,0.11112345816201799
102,1675537428028,12.002,2,0.16663889351774702
103,1675537452027,23.999,2,0.08333680570023752
104,1675537464029,12.002,2,0.16663889351774702
105,1675537488026,23.997,2,0.08334375130224611
106,1675537506035,18.009,413,22.93297795546671
107,1675537524027,17.992,741,41.18497109826589
108,1675537542028,18.001,656,36.442419865563025
109,1675537566032,24.004,932,38.82686218963506
110,1675537596027,29.995,691,23.03717286214369
111,1675537614029,18.002,622,34.55171647594712
112,1675537632028,17.999,344,19.11217289849436
113,1675537644027,11.999,490,40.83673639469956
114,1675537668026,23.999,2,0.08333680570023752
115,1675537686035,18.009,613,34.03853628741185
116,1675537704026,17.991,2,0.11116669445834028
117,1675537722028,18.002,518,28.774580602155318
118,1675537746033,24.005,2,0.08331597583836702
119,1675537776027,29.994,2,0.0666800026672001
120,1675537788028,12.001,2,0.16665277893508876
