block,timestamp,blocktime,transactions,tps
48,1675431252022,35.994,2,0.055564816358281935
49,1675431294028,42.006,2,0.04761224586963767
50,1675431324030,30.002,2,0.06666222251849876
51,1675431360025,35.995,2,0.055563272676760665
52,1675431402029,42.004,2,0.047614512903532996
53,1675431432023,29.994,2,0.0666800026672001
54,1675431468025,36.002,2,0.0555524693072607
55,1675431504024,35.999,2,0.055557098808300225
56,1675431540025,36.001,2,0.055554012388544766
57,1675431576029,36.004,822,22.830796578157983
58,1675431612025,35.996,857,23.808200911212356
59,1675431648024,35.999,887,24.63957332148115
60,1675431684025,36.001,896,24.888197550068057
61,1675431720025,36,871,24.194444444444443
62,1675431756030,36.005,913,25.357589223718925
63,1675431792025,35.995,768,21.336296707876095
64,1675431828025,36,2,0.05555555555555555
