block,timestamp,blocktime,transactions,tps,events
71,1708569996029,11.997,2,0.16670834375260482,2
72,1708570032027,35.998,2,0.055558642146785936,2
73,1708570044032,12.005,2,0.1665972511453561,2
74,1708570080024,35.992,2,0.05556790397866193,2
75,1708570092027,12.003,2,0.16662501041406316,2
76,1708570128027,36,2,0.05555555555555555,2
77,1708570140027,12,2,0.16666666666666666,2
78,1708570176027,36,2,0.05555555555555555,2
79,1708570188028,12.001,2,0.16665277893508876,2
80,1708570224029,36.001,2,0.055554012388544766,2
81,1708570236029,12,2,0.16666666666666666,2
82,1708570272028,35.999,2,0.055557098808300225,2
83,1708570284033,12.005,2,0.1665972511453561,2
84,1708570320026,35.993,906,25.17156113688773,3618
85,1708570368027,48.001,945,19.687089852294744,3774
86,1708570386027,18,569,31.61111111111111,2309
87,1708570416027,30,898,29.933333333333334,3625
88,1708570434025,17.998,574,31.892432492499164,2329
89,1708570464029,30.004,883,29.42940941207839,3565
90,1708570482031,18.002,546,30.329963337406955,2217
91,1708570512026,29.995,865,28.838139689948324,3493
92,1708570524037,12.011,421,35.05120306385813,1717
93,1708570560027,35.99,870,24.173381494859683,3513
94,1708570608029,48.002,147,3.062372401149952,660
95,1708570620028,11.999,379,31.585965497124757,1549
96,1708570656026,35.998,2,0.055558642146785936,41
97,1708570668036,12.01,466,38.80099916736054,1897
98,1708570704035,35.999,2,0.055557098808300225,41
99,1708570716030,11.995,517,43.10129220508546,2101
100,1708570752026,35.996,2,0.055561729081008995,41
101,1708570764034,12.008,502,41.80546302465024,2041
102,1708570800027,35.993,2,0.05556636012557997,41
103,1708570812029,12.002,531,44.24262622896184,2157
104,1708570848028,35.999,2,0.055557098808300225,41
105,1708570860032,12.004,15,1.2495834721759413,93
106,1708570896028,35.996,2,0.055561729081008995,41
107,1708570908027,11.999,2,0.16668055671305942,41
108,1708570944032,36.005,2,0.05554784057769754,41
109,1708570956029,11.997,2,0.16670834375260482,41
110,1708570992026,35.997,2,0.055560185571019806,41
111,1708571004031,12.005,2,0.1665972511453561,41
112,1708571040029,35.998,2,0.055558642146785936,41
113,1708571052030,12.001,2,0.16665277893508876,41
