block,timestamp,blocktime,transactions,tps,events
309,1708463148003,6,2,0.3333333333333333,4
310,1708463154005,6.002,3,0.49983338887037654,6
311,1708463160003,5.998,2,0.33344448149383127,4
312,1708463166004,6.001,2,0.33327778703549404,7
313,1708463172003,5.999,2,0.33338889814969164,4
314,1708463178003,6,2,0.3333333333333333,4
315,1708463184003,6,2,0.3333333333333333,4
316,1708463190003,6,2,0.3333333333333333,4
317,1708463196003,6,2,0.3333333333333333,4
318,1708463202005,6.002,2,0.33322225924691773,4
319,1708463208003,5.998,2,0.33344448149383127,4
320,1708463214003,6,2,0.3333333333333333,4
321,1708463220003,6,2,0.3333333333333333,4
322,1708463226004,6.001,2,0.33327778703549404,7
323,1708463232003,5.999,2,0.33338889814969164,4
324,1708463238003,6,2,0.3333333333333333,4
325,1708463244004,6.001,2,0.33327778703549404,4
326,1708463250004,6,2,0.3333333333333333,4
327,1708463256004,6,2,0.3333333333333333,4
328,1708463262003,5.999,2,0.33338889814969164,4
329,1708463268004,6.001,3,0.4999166805532411,6
330,1708463274003,5.999,2,0.33338889814969164,4
331,1708463280003,6,2,0.3333333333333333,4
332,1708463286005,6.002,2,0.33322225924691773,7
333,1708463292003,5.998,2,0.33344448149383127,4
334,1708463298003,6,3,0.5,6
335,1708463304003,6,2,0.3333333333333333,3
336,1708463310003,6,2,0.3333333333333333,4
337,1708463316003,6,2,0.3333333333333333,4
338,1708463322003,6,2,0.3333333333333333,3
339,1708463328003,6,2,0.3333333333333333,4
340,1708463334004,6.001,2,0.33327778703549404,4
341,1708463340003,5.999,2,0.33338889814969164,3
342,1708463346003,6,2,0.3333333333333333,7
343,1708463352004,6.001,2,0.33327778703549404,4
344,1708463358004,6,3,0.5,6
345,1708463364003,5.999,2,0.33338889814969164,3
346,1708463370003,6,2,0.3333333333333333,4
347,1708463376003,6,2,0.3333333333333333,4
348,1708463382004,6.001,3,0.4999166805532411,5
349,1708463388003,5.999,2,0.33338889814969164,4
350,1708463394003,6,2,0.3333333333333333,4
351,1708463400004,6.001,2,0.33327778703549404,3
352,1708463406003,5.999,2,0.33338889814969164,7
353,1708463412003,6,2,0.3333333333333333,4
354,1708463418003,6,2,0.3333333333333333,4
355,1708463424003,6,2,0.3333333333333333,3
356,1708463430004,6.001,3,0.4999166805532411,6
357,1708463436003,5.999,2,0.33338889814969164,4
358,1708463442003,6,2,0.3333333333333333,3
359,1708463448003,6,2,0.3333333333333333,3
360,1708463454004,6.001,3,0.4999166805532411,6
361,1708463460005,6.001,2,0.33327778703549404,4
362,1708463466004,5.999,2,0.33338889814969164,7
363,1708463472004,6,2,0.3333333333333333,4
364,1708463478004,6,2,0.3333333333333333,4
365,1708463484004,6,3,0.5,6
366,1708463490004,6,2,0.3333333333333333,4
367,1708463496003,5.999,2,0.33338889814969164,3
368,1708463502004,6.001,2,0.33327778703549404,4
369,1708463508004,6,2,0.3333333333333333,4
370,1708463514003,5.999,2,0.33338889814969164,4
371,1708463520003,6,2,0.3333333333333333,4
372,1708463526004,6.001,2,0.33327778703549404,7
373,1708463532003,5.999,2,0.33338889814969164,4
374,1708463538003,6,3,0.5,6
375,1708463544003,6,2,0.3333333333333333,4
376,1708463550005,6.002,2,0.33322225924691773,4
377,1708463556004,5.999,2,0.33338889814969164,3
378,1708463562004,6,2,0.3333333333333333,4
379,1708463568003,5.999,2,0.33338889814969164,4
380,1708463574003,6,2,0.3333333333333333,4
381,1708463580003,6,2,0.3333333333333333,4
382,1708463586003,6,2,0.3333333333333333,7
383,1708463592004,6.001,2,0.33327778703549404,3
384,1708463598003,5.999,2,0.33338889814969164,3
385,1708463604003,6,2,0.3333333333333333,4
386,1708463610005,6.002,2,0.33322225924691773,4
387,1708463616004,5.999,2,0.33338889814969164,3
388,1708463622003,5.999,2,0.33338889814969164,4
389,1708463628004,6.001,2,0.33327778703549404,4
390,1708463634003,5.999,2,0.33338889814969164,3
391,1708463640004,6.001,2,0.33327778703549404,4
392,1708463646003,5.999,2,0.33338889814969164,7
393,1708463652003,6,3,0.5,6
394,1708463658003,6,2,0.3333333333333333,4
395,1708463664003,6,2,0.3333333333333333,4
396,1708463670004,6.001,2,0.33327778703549404,4
397,1708463676004,6,2,0.3333333333333333,3
398,1708463682004,6,2,0.3333333333333333,4
399,1708463688003,5.999,2,0.33338889814969164,4
400,1708463694004,6.001,2,0.33327778703549404,3
401,1708463700003,5.999,2,0.33338889814969164,4
402,1708463706003,6,2,0.3333333333333333,7
403,1708463712003,6,2,0.3333333333333333,4
404,1708463718004,6.001,2,0.33327778703549404,4
405,1708463724004,6,3,0.5,6
406,1708463730004,6,2,0.3333333333333333,4
407,1708463736003,5.999,2,0.33338889814969164,4
408,1708463742003,6,2,0.3333333333333333,4
409,1708463748003,6,2,0.3333333333333333,4
410,1708463754004,6.001,2,0.33327778703549404,4
411,1708463760003,5.999,2,0.33338889814969164,4
412,1708463766004,6.001,2,0.33327778703549404,7
413,1708463772003,5.999,2,0.33338889814969164,3
414,1708463778004,6.001,2,0.33327778703549404,4
415,1708463784004,6,3,0.5,6
416,1708463790003,5.999,2,0.33338889814969164,4
417,1708463796004,6.001,2,0.33327778703549404,4
418,1708463802004,6,2,0.3333333333333333,4
419,1708463808003,5.999,2,0.33338889814969164,4
420,1708463814003,6,2,0.3333333333333333,4
421,1708463820005,6.002,2,0.33322225924691773,4
422,1708463826005,6,2,0.3333333333333333,7
